YYYY-MM-DD hh:mm:ss	Bx(nT)	By(nT)
2003-10-31 11:19:00	251.27	-67.40
2003-10-31 11:20:00	230.07	-18.20
2003-10-31 11:21:00	213.87	-32.60
2003-10-31 11:22:00	112.87	-45.00
2003-10-31 11:23:00	113.47	-83.70
2003-10-31 11:24:00	169.07	-100.30
2003-10-31 11:25:00	266.87	-46.40
2003-10-31 11:26:00	223.57	-23.10
2003-10-31 11:27:00	100.17	-37.60
2003-10-31 11:28:00	70.87	-63.30
2003-10-31 11:29:00	111.67	-62.80
2003-10-31 11:30:00	191.77	-36.60
2003-10-31 11:31:00	195.07	-7.60
2003-10-31 11:32:00	97.47	-35.90
2003-10-31 11:33:00	39.87	-54.40
2003-10-31 11:34:00	199.07	-45.00
2003-10-31 11:35:00	223.57	-14.90
2003-10-31 11:36:00	125.07	-42.90
2003-10-31 11:37:00	73.87	-61.10
2003-10-31 11:38:00	195.17	-57.40
2003-10-31 11:39:00	222.77	-30.90
2003-10-31 11:40:00	164.97	-38.70
2003-10-31 11:41:00	74.17	-47.00
2003-10-31 11:42:00	144.77	-54.90
2003-10-31 11:43:00	145.57	-56.00
2003-10-31 11:44:00	172.27	-60.70
2003-10-31 11:45:00	126.07	-63.50
2003-10-31 11:46:00	200.17	-41.70
2003-10-31 11:47:00	118.77	-44.20
2003-10-31 11:48:00	137.37	-36.30
2003-10-31 11:49:00	87.27	-39.40
2003-10-31 11:50:00	121.67	-65.80
2003-10-31 11:51:00	130.17	-50.60
2003-10-31 11:52:00	159.57	-69.40
2003-10-31 11:53:00	221.47	-35.50
2003-10-31 11:54:00	128.57	-60.10
2003-10-31 11:55:00	112.87	-60.10
2003-10-31 11:56:00	167.27	-69.10
2003-10-31 11:57:00	183.17	-72.50
2003-10-31 11:58:00	195.27	-74.60
2003-10-31 11:59:00	188.77	-68.40
2003-10-31 12:00:00	131.27	-61.50
2003-10-31 12:01:00	142.27	-59.50
2003-10-31 12:02:00	168.67	-64.80
2003-10-31 12:03:00	173.87	-53.70
2003-10-31 12:04:00	131.77	-64.20
2003-10-31 12:05:00	136.27	-64.50
2003-10-31 12:06:00	79.47	-51.50
2003-10-31 12:07:00	176.17	-60.00
2003-10-31 12:08:00	129.27	-58.20
2003-10-31 12:09:00	80.57	-51.30
2003-10-31 12:10:00	60.17	-38.60
2003-10-31 12:11:00	65.17	-42.70
2003-10-31 12:12:00	152.77	-71.30
2003-10-31 12:13:00	195.77	-73.50
2003-10-31 12:14:00	101.27	-62.90
2003-10-31 12:15:00	146.77	-46.60
2003-10-31 12:16:00	69.17	-48.60
2003-10-31 12:17:00	184.67	-84.80
2003-10-31 12:18:00	13.37	-14.00
2003-10-31 12:19:00	57.47	-67.00
2003-10-31 12:20:00	52.77	-45.30
2003-10-31 12:21:00	295.77	-102.50
2003-10-31 12:22:00	242.07	-71.90
2003-10-31 12:23:00	165.47	-115.60
2003-10-31 12:24:00	95.77	-100.10
2003-10-31 12:25:00	193.67	-113.10
2003-10-31 12:26:00	205.07	-85.20
2003-10-31 12:27:00	281.67	-112.20
2003-10-31 12:28:00	207.07	-32.90
2003-10-31 12:29:00	41.47	-55.90
2003-10-31 12:30:00	-41.23	-39.20
2003-10-31 12:31:00	5.57	-46.90
2003-10-31 12:32:00	49.27	-34.40
2003-10-31 12:33:00	202.67	-72.00
2003-10-31 12:34:00	112.27	-39.30
2003-10-31 12:35:00	71.67	-37.00
2003-10-31 12:36:00	4.27	-21.00
2003-10-31 12:37:00	18.57	-21.50
2003-10-31 12:38:00	37.77	-33.70
2003-10-31 12:39:00	75.37	-43.50
2003-10-31 12:40:00	80.57	-48.00
2003-10-31 12:41:00	167.57	-50.10
2003-10-31 12:42:00	61.37	-38.00
2003-10-31 12:43:00	148.87	-38.20
2003-10-31 12:44:00	-21.73	-9.40
2003-10-31 12:45:00	-60.23	-38.70
2003-10-31 12:46:00	193.27	-61.00
2003-10-31 12:47:00	213.37	-84.40
2003-10-31 12:48:00	182.17	-77.20
2003-10-31 12:49:00	30.77	-30.60
2003-10-31 12:50:00	50.47	-43.60
2003-10-31 12:51:00	102.57	-53.30
2003-10-31 12:52:00	60.77	-54.20
2003-10-31 12:53:00	96.47	-57.50
2003-10-31 12:54:00	82.87	-51.70
2003-10-31 12:55:00	76.67	-44.70
2003-10-31 12:56:00	78.67	-50.40
2003-10-31 12:57:00	68.57	-57.60
2003-10-31 12:58:00	64.77	-42.10
2003-10-31 12:59:00	31.07	-44.10
2003-10-31 13:00:00	109.57	-59.60
2003-10-31 13:01:00	110.47	-57.10
2003-10-31 13:02:00	155.07	-79.90
2003-10-31 13:03:00	124.07	-62.30
2003-10-31 13:04:00	61.47	-69.20
2003-10-31 13:05:00	78.37	-70.80
2003-10-31 13:06:00	161.07	-82.30
2003-10-31 13:07:00	205.57	-80.40
2003-10-31 13:08:00	126.77	-78.10
2003-10-31 13:09:00	64.97	-63.90
2003-10-31 13:10:00	39.87	-65.90
2003-10-31 13:11:00	90.47	-67.80
2003-10-31 13:12:00	201.67	-84.00
2003-10-31 13:13:00	144.27	-97.70
2003-10-31 13:14:00	118.47	-85.10
2003-10-31 13:15:00	85.07	-101.10
2003-10-31 13:16:00	128.67	-98.10
2003-10-31 13:17:00	206.37	-110.70
2003-10-31 13:18:00	212.37	-101.10
2003-10-31 13:19:00	66.97	-86.70
2003-10-31 13:20:00	43.07	-81.10
2003-10-31 13:21:00	63.17	-68.10
2003-10-31 13:22:00	80.87	-74.90
2003-10-31 13:23:00	149.77	-109.70
2003-10-31 13:24:00	149.27	-104.20
2003-10-31 13:25:00	100.57	-89.40
2003-10-31 13:26:00	49.97	-58.20
2003-10-31 13:27:00	27.87	-62.30
2003-10-31 13:28:00	37.77	-68.90
2003-10-31 13:29:00	44.17	-68.60
2003-10-31 13:30:00	69.67	-62.60
2003-10-31 13:31:00	79.57	-68.20
2003-10-31 13:32:00	27.17	-54.80
2003-10-31 13:33:00	15.37	-43.20
2003-10-31 13:34:00	-7.13	-48.00
2003-10-31 13:35:00	41.77	-54.70
2003-10-31 13:36:00	16.17	-64.40
2003-10-31 13:37:00	128.17	-98.90
2003-10-31 13:38:00	165.47	-109.00
2003-10-31 13:39:00	155.77	-115.10
2003-10-31 13:40:00	153.97	-106.70
2003-10-31 13:41:00	85.57	-92.60
2003-10-31 13:42:00	65.87	-78.60
2003-10-31 13:43:00	70.97	-79.00
2003-10-31 13:44:00	83.87	-79.30
2003-10-31 13:45:00	77.67	-77.30
2003-10-31 13:46:00	69.97	-81.70
2003-10-31 13:47:00	88.27	-89.80
2003-10-31 13:48:00	136.77	-90.40
2003-10-31 13:49:00	84.17	-93.60
2003-10-31 13:50:00	34.27	-74.50
2003-10-31 13:51:00	71.77	-67.60
2003-10-31 13:52:00	73.97	-76.40
2003-10-31 13:53:00	60.37	-75.40
2003-10-31 13:54:00	42.67	-75.10
2003-10-31 13:55:00	87.87	-78.00
2003-10-31 13:56:00	88.17	-91.30
2003-10-31 13:57:00	90.17	-95.40
2003-10-31 13:58:00	104.77	-101.70
2003-10-31 13:59:00	83.87	-98.30
2003-10-31 14:00:00	107.57	-90.00
2003-10-31 14:01:00	112.67	-89.40
2003-10-31 14:02:00	69.37	-85.90
2003-10-31 14:03:00	72.07	-78.70
2003-10-31 14:04:00	60.27	-67.00
2003-10-31 14:05:00	62.87	-72.50
2003-10-31 14:06:00	83.77	-75.10
2003-10-31 14:07:00	116.47	-80.20
2003-10-31 14:08:00	87.77	-80.00
2003-10-31 14:09:00	98.47	-78.40
2003-10-31 14:10:00	60.87	-70.00
2003-10-31 14:11:00	59.87	-68.20
2003-10-31 14:12:00	107.87	-72.40
2003-10-31 14:13:00	98.87	-80.00
2003-10-31 14:14:00	98.97	-82.60
2003-10-31 14:15:00	105.17	-72.90
2003-10-31 14:16:00	60.97	-70.40
2003-10-31 14:17:00	86.97	-79.50
2003-10-31 14:18:00	147.67	-100.40
2003-10-31 14:19:00	175.87	-113.70
2003-10-31 14:20:00	145.97	-107.40
2003-10-31 14:21:00	110.17	-86.40
2003-10-31 14:22:00	79.77	-74.60
2003-10-31 14:23:00	101.87	-78.10
2003-10-31 14:24:00	80.37	-82.10
2003-10-31 14:25:00	91.47	-84.90
2003-10-31 14:26:00	112.97	-84.70
2003-10-31 14:27:00	116.47	-87.60
2003-10-31 14:28:00	91.07	-81.50
2003-10-31 14:29:00	74.07	-78.90
2003-10-31 14:30:00	74.87	-78.70
2003-10-31 14:31:00	106.17	-88.70
2003-10-31 14:32:00	125.37	-97.80
2003-10-31 14:33:00	83.37	-81.50
2003-10-31 14:34:00	46.17	-60.40
2003-10-31 14:35:00	42.07	-52.30
2003-10-31 14:36:00	38.47	-52.00
2003-10-31 14:37:00	67.47	-62.90
2003-10-31 14:38:00	91.87	-71.70
2003-10-31 14:39:00	90.67	-77.80
2003-10-31 14:40:00	74.27	-75.40
2003-10-31 14:41:00	83.67	-71.50
2003-10-31 14:42:00	107.27	-76.90
2003-10-31 14:43:00	78.47	-72.20
2003-10-31 14:44:00	54.17	-59.10
2003-10-31 14:45:00	55.67	-60.30
2003-10-31 14:46:00	104.47	-71.20
2003-10-31 14:47:00	117.27	-82.40
2003-10-31 14:48:00	68.67	-71.00
2003-10-31 14:49:00	63.37	-61.40
2003-10-31 14:50:00	70.97	-60.20
2003-10-31 14:51:00	93.57	-64.90
2003-10-31 14:52:00	87.17	-69.10
2003-10-31 14:53:00	72.67	-68.00
2003-10-31 14:54:00	65.47	-69.50
2003-10-31 14:55:00	89.57	-68.10
2003-10-31 14:56:00	86.87	-71.80
2003-10-31 14:57:00	95.87	-71.10
2003-10-31 14:58:00	95.67	-70.00
2003-10-31 14:59:00	65.97	-66.00
2003-10-31 15:00:00	65.87	-63.90
2003-10-31 15:01:00	82.27	-64.40
2003-10-31 15:02:00	76.87	-67.30
2003-10-31 15:03:00	76.47	-70.80
2003-10-31 15:04:00	91.57	-78.90
2003-10-31 15:05:00	120.97	-75.70
2003-10-31 15:06:00	119.47	-81.70
2003-10-31 15:07:00	75.47	-65.20
2003-10-31 15:08:00	59.67	-55.30
2003-10-31 15:09:00	70.67	-56.90
2003-10-31 15:10:00	92.27	-68.60
2003-10-31 15:11:00	132.37	-88.30
2003-10-31 15:12:00	100.57	-83.20
2003-10-31 15:13:00	82.77	-75.00
2003-10-31 15:14:00	99.77	-78.80
2003-10-31 15:15:00	98.47	-81.80
2003-10-31 15:16:00	75.07	-76.50
2003-10-31 15:17:00	97.27	-79.90
2003-10-31 15:18:00	106.37	-80.00
2003-10-31 15:19:00	127.57	-88.00
2003-10-31 15:20:00	70.27	-73.30
2003-10-31 15:21:00	92.17	-72.30
2003-10-31 15:22:00	84.87	-78.00
2003-10-31 15:23:00	107.87	-85.60
2003-10-31 15:24:00	104.67	-90.40
2003-10-31 15:25:00	123.17	-96.40
2003-10-31 15:26:00	145.57	-99.40
2003-10-31 15:27:00	79.67	-84.90
2003-10-31 15:28:00	75.07	-74.60
2003-10-31 15:29:00	81.37	-82.50
2003-10-31 15:30:00	132.47	-92.20
2003-10-31 15:31:00	89.67	-89.70
2003-10-31 15:32:00	90.97	-81.50
2003-10-31 15:33:00	99.87	-79.50
2003-10-31 15:34:00	84.07	-78.60
2003-10-31 15:35:00	86.77	-75.80
2003-10-31 15:36:00	69.67	-75.10
2003-10-31 15:37:00	64.97	-73.00
2003-10-31 15:38:00	74.57	-71.70
2003-10-31 15:39:00	85.07	-79.80
2003-10-31 15:40:00	86.37	-84.90
2003-10-31 15:41:00	112.97	-89.00
2003-10-31 15:42:00	102.37	-82.60
2003-10-31 15:43:00	70.47	-75.10
2003-10-31 15:44:00	53.47	-61.30
2003-10-31 15:45:00	78.37	-68.90
2003-10-31 15:46:00	124.27	-84.00
2003-10-31 15:47:00	103.47	-86.00
2003-10-31 15:48:00	107.77	-79.70
2003-10-31 15:49:00	115.07	-75.60
2003-10-31 15:50:00	88.67	-72.20
2003-10-31 15:51:00	90.37	-69.80
2003-10-31 15:52:00	148.77	-88.10
2003-10-31 15:53:00	121.27	-88.00
2003-10-31 15:54:00	81.07	-69.20
2003-10-31 15:55:00	86.57	-67.50
2003-10-31 15:56:00	144.17	-85.00
2003-10-31 15:57:00	97.77	-69.60
2003-10-31 15:58:00	59.67	-59.20
2003-10-31 15:59:00	19.97	-41.90
2003-10-31 16:00:00	73.77	-53.90
2003-10-31 16:01:00	120.87	-79.60
2003-10-31 16:02:00	77.17	-74.00
2003-10-31 16:03:00	56.57	-60.90
2003-10-31 16:04:00	77.57	-61.00
2003-10-31 16:05:00	119.27	-78.10
2003-10-31 16:06:00	115.57	-82.80
2003-10-31 16:07:00	95.67	-75.00
2003-10-31 16:08:00	87.37	-68.60
2003-10-31 16:09:00	93.77	-76.80
2003-10-31 16:10:00	98.67	-79.20
2003-10-31 16:11:00	105.17	-85.50
2003-10-31 16:12:00	111.97	-86.90
2003-10-31 16:13:00	96.27	-75.10
2003-10-31 16:14:00	99.87	-72.70
2003-10-31 16:15:00	87.87	-69.30
2003-10-31 16:16:00	75.27	-71.20
2003-10-31 16:17:00	95.17	-74.70
2003-10-31 16:18:00	74.97	-68.70
2003-10-31 16:19:00	62.67	-56.80
2003-10-31 16:20:00	66.37	-68.80
2003-10-31 16:21:00	65.57	-66.20
2003-10-31 16:22:00	82.47	-64.50
2003-10-31 16:23:00	94.17	-69.60
2003-10-31 16:24:00	59.37	-58.20
2003-10-31 16:25:00	59.67	-51.90
2003-10-31 16:26:00	60.37	-47.70
2003-10-31 16:27:00	60.07	-44.30
2003-10-31 16:28:00	69.07	-50.80
2003-10-31 16:29:00	77.37	-56.50
2003-10-31 16:30:00	75.67	-59.00
2003-10-31 16:31:00	79.07	-51.10
2003-10-31 16:32:00	73.87	-45.10
2003-10-31 16:33:00	69.07	-43.90
2003-10-31 16:34:00	85.27	-42.10
2003-10-31 16:35:00	72.77	-36.30
2003-10-31 16:36:00	69.67	-28.30
2003-10-31 16:37:00	82.77	-33.50
2003-10-31 16:38:00	86.17	-37.00
2003-10-31 16:39:00	100.07	-37.40
2003-10-31 16:40:00	92.07	-29.60
2003-10-31 16:41:00	65.67	-23.20
2003-10-31 16:42:00	64.27	-14.50
2003-10-31 16:43:00	81.07	-14.80
2003-10-31 16:44:00	84.87	-33.40
2003-10-31 16:45:00	106.97	-45.50
2003-10-31 16:46:00	122.77	-50.90
2003-10-31 16:47:00	95.47	-34.40
2003-10-31 16:48:00	69.47	-17.60
2003-10-31 16:49:00	94.87	-22.00
2003-10-31 16:50:00	92.07	-31.20
2003-10-31 16:51:00	75.17	-26.10
2003-10-31 16:52:00	98.37	-30.20
2003-10-31 16:53:00	114.17	-38.20
2003-10-31 16:54:00	90.17	-32.70
2003-10-31 16:55:00	103.47	-30.70
2003-10-31 16:56:00	119.37	-33.10
2003-10-31 16:57:00	112.87	-29.80
2003-10-31 16:58:00	86.47	-19.70
2003-10-31 16:59:00	101.17	-20.90
2003-10-31 17:00:00	135.17	-38.50
2003-10-31 17:01:00	115.17	-41.80
2003-10-31 17:02:00	99.27	-31.50
2003-10-31 17:03:00	131.67	-45.20
2003-10-31 17:04:00	125.47	-48.00
2003-10-31 17:05:00	94.47	-30.60
2003-10-31 17:06:00	109.87	-31.60
2003-10-31 17:07:00	112.07	-39.20
2003-10-31 17:08:00	112.27	-45.60
2003-10-31 17:09:00	115.47	-52.90
2003-10-31 17:10:00	112.87	-55.70
2003-10-31 17:11:00	113.57	-57.30
2003-10-31 17:12:00	104.57	-49.70
2003-10-31 17:13:00	95.57	-43.00
2003-10-31 17:14:00	92.77	-46.00
2003-10-31 17:15:00	98.37	-50.80
2003-10-31 17:16:00	88.87	-48.70
2003-10-31 17:17:00	80.77	-41.90
2003-10-31 17:18:00	102.37	-48.20
2003-10-31 17:19:00	105.67	-57.00
2003-10-31 17:20:00	89.47	-43.20
2003-10-31 17:21:00	91.87	-38.30
2003-10-31 17:22:00	104.07	-45.20
2003-10-31 17:23:00	94.67	-44.90
2003-10-31 17:24:00	103.47	-55.00
2003-10-31 17:25:00	98.77	-55.90
2003-10-31 17:26:00	102.07	-52.80
2003-10-31 17:27:00	107.87	-59.10
2003-10-31 17:28:00	95.67	-60.60
2003-10-31 17:29:00	94.47	-50.40
2003-10-31 17:30:00	115.47	-60.70
2003-10-31 17:31:00	99.07	-61.50
2003-10-31 17:32:00	95.17	-55.90
2003-10-31 17:33:00	107.17	-64.20
2003-10-31 17:34:00	94.77	-58.30
2003-10-31 17:35:00	92.67	-50.90
2003-10-31 17:36:00	92.27	-51.10
2003-10-31 17:37:00	100.37	-60.50
2003-10-31 17:38:00	87.17	-52.30
2003-10-31 17:39:00	97.47	-49.60
2003-10-31 17:40:00	98.97	-53.20
2003-10-31 17:41:00	96.97	-47.80
2003-10-31 17:42:00	104.87	-50.20
2003-10-31 17:43:00	101.07	-51.50
2003-10-31 17:44:00	94.17	-40.60
2003-10-31 17:45:00	106.87	-49.90
2003-10-31 17:46:00	97.27	-53.50
2003-10-31 17:47:00	94.47	-47.90
2003-10-31 17:48:00	103.47	-52.30
2003-10-31 17:49:00	102.97	-53.60
2003-10-31 17:50:00	101.87	-53.80
2003-10-31 17:51:00	104.27	-51.70
2003-10-31 17:52:00	105.77	-49.80
2003-10-31 17:53:00	109.57	-57.80
2003-10-31 17:54:00	101.67	-51.80
2003-10-31 17:55:00	103.47	-51.80
2003-10-31 17:56:00	102.67	-50.20
2003-10-31 17:57:00	107.37	-55.60
2003-10-31 17:58:00	102.27	-53.70
2003-10-31 17:59:00	107.87	-56.20
2003-10-31 18:00:00	104.27	-54.10
2003-10-31 18:01:00	107.37	-53.60
2003-10-31 18:02:00	115.57	-56.80
2003-10-31 18:03:00	111.67	-50.60
2003-10-31 18:04:00	110.37	-53.20
2003-10-31 18:05:00	100.57	-56.40
2003-10-31 18:06:00	99.87	-56.90
2003-10-31 18:07:00	99.17	-55.20
2003-10-31 18:08:00	96.97	-53.70
2003-10-31 18:09:00	101.87	-55.40
2003-10-31 18:10:00	103.37	-61.60
2003-10-31 18:11:00	95.27	-55.30
2003-10-31 18:12:00	99.37	-57.20
2003-10-31 18:13:00	100.27	-64.60
2003-10-31 18:14:00	94.67	-59.50
2003-10-31 18:15:00	97.67	-59.90
2003-10-31 18:16:00	100.07	-60.10
2003-10-31 18:17:00	103.17	-62.70
2003-10-31 18:18:00	100.07	-60.20
2003-10-31 18:19:00	95.97	-58.10
2003-10-31 18:20:00	92.77	-58.40
2003-10-31 18:21:00	87.27	-55.90
2003-10-31 18:22:00	90.67	-54.90
2003-10-31 18:23:00	91.47	-55.50
2003-10-31 18:24:00	87.27	-53.20
2003-10-31 18:25:00	86.17	-53.50
2003-10-31 18:26:00	81.17	-49.90
2003-10-31 18:27:00	81.47	-50.00
2003-10-31 18:28:00	80.17	-50.60
2003-10-31 18:29:00	77.97	-45.60
2003-10-31 18:30:00	85.67	-48.00
2003-10-31 18:31:00	83.67	-47.50
2003-10-31 18:32:00	85.97	-47.90
2003-10-31 18:33:00	87.77	-46.80
2003-10-31 18:34:00	87.67	-47.40
2003-10-31 18:35:00	88.57	-48.60
2003-10-31 18:36:00	93.87	-49.90
2003-10-31 18:37:00	93.87	-50.70
2003-10-31 18:38:00	90.37	-50.50
2003-10-31 18:39:00	90.37	-52.00
2003-10-31 18:40:00	89.07	-53.20
2003-10-31 18:41:00	90.27	-52.00
2003-10-31 18:42:00	97.47	-54.50
2003-10-31 18:43:00	94.97	-55.40
2003-10-31 18:44:00	89.07	-53.70
2003-10-31 18:45:00	87.97	-53.10
2003-10-31 18:46:00	84.87	-51.70
2003-10-31 18:47:00	81.77	-50.80
2003-10-31 18:48:00	83.97	-51.60
2003-10-31 18:49:00	87.07	-49.10
2003-10-31 18:50:00	89.07	-47.30
2003-10-31 18:51:00	84.27	-47.10
2003-10-31 18:52:00	83.17	-47.30
2003-10-31 18:53:00	90.87	-49.10
2003-10-31 18:54:00	97.97	-51.90
2003-10-31 18:55:00	98.67	-51.30
2003-10-31 18:56:00	100.17	-54.70
2003-10-31 18:57:00	104.17	-58.80
2003-10-31 18:58:00	105.87	-57.00
2003-10-31 18:59:00	101.47	-57.00
2003-10-31 19:00:00	94.07	-55.90
2003-10-31 19:01:00	98.77	-57.80
2003-10-31 19:02:00	101.17	-58.20
2003-10-31 19:03:00	97.47	-55.80
2003-10-31 19:04:00	96.07	-51.80
2003-10-31 19:05:00	102.27	-52.70
2003-10-31 19:06:00	100.97	-55.80
2003-10-31 19:07:00	98.97	-54.90
2003-10-31 19:08:00	106.27	-55.60
2003-10-31 19:09:00	111.07	-58.30
2003-10-31 19:10:00	111.57	-55.90
2003-10-31 19:11:00	107.37	-58.90
2003-10-31 19:12:00	99.57	-57.50
2003-10-31 19:13:00	107.37	-59.20
2003-10-31 19:14:00	106.47	-60.80
2003-10-31 19:15:00	99.87	-58.20
2003-10-31 19:16:00	99.07	-59.10
2003-10-31 19:17:00	93.87	-57.90
2003-10-31 19:18:00	94.17	-55.60
2003-10-31 19:19:00	96.27	-58.20
2003-10-31 19:20:00	93.07	-55.60
2003-10-31 19:21:00	98.27	-52.90
2003-10-31 19:22:00	98.07	-56.70
2003-10-31 19:23:00	90.17	-56.00
2003-10-31 19:24:00	91.07	-51.90
2003-10-31 19:25:00	91.77	-53.30
2003-10-31 19:26:00	87.67	-52.70
2003-10-31 19:27:00	91.07	-53.10
2003-10-31 19:28:00	95.27	-52.50
2003-10-31 19:29:00	99.47	-54.00
2003-10-31 19:30:00	95.67	-55.90
2003-10-31 19:31:00	88.57	-51.60
2003-10-31 19:32:00	91.07	-48.30
2003-10-31 19:33:00	97.07	-53.00
2003-10-31 19:34:00	86.57	-50.50
2003-10-31 19:35:00	85.77	-46.70
2003-10-31 19:36:00	92.17	-49.00
2003-10-31 19:37:00	90.27	-47.40
2003-10-31 19:38:00	89.87	-47.70
2003-10-31 19:39:00	90.17	-50.30
2003-10-31 19:40:00	93.67	-48.90
2003-10-31 19:41:00	97.97	-47.20
2003-10-31 19:42:00	96.27	-47.70
2003-10-31 19:43:00	89.77	-43.10
2003-10-31 19:44:00	88.07	-43.60
2003-10-31 19:45:00	81.67	-41.30
2003-10-31 19:46:00	84.87	-39.30
2003-10-31 19:47:00	83.77	-38.70
2003-10-31 19:48:00	85.17	-35.10
2003-10-31 19:49:00	88.57	-37.70
2003-10-31 19:50:00	83.57	-35.00
2003-10-31 19:51:00	86.17	-35.10
2003-10-31 19:52:00	87.17	-34.10
2003-10-31 19:53:00	89.97	-35.20
2003-10-31 19:54:00	87.57	-33.60
2003-10-31 19:55:00	89.17	-33.40
2003-10-31 19:56:00	90.37	-34.50
2003-10-31 19:57:00	91.17	-35.70
2003-10-31 19:58:00	91.57	-35.10
2003-10-31 19:59:00	92.87	-36.90
2003-10-31 20:00:00	92.57	-36.80
2003-10-31 20:01:00	92.07	-38.70
2003-10-31 20:02:00	89.77	-35.90
2003-10-31 20:03:00	90.17	-37.90
2003-10-31 20:04:00	86.37	-35.80
2003-10-31 20:05:00	85.67	-32.90
2003-10-31 20:06:00	87.07	-30.50
2003-10-31 20:07:00	83.47	-28.80
2003-10-31 20:08:00	82.97	-26.10
2003-10-31 20:09:00	86.47	-24.60
2003-10-31 20:10:00	85.67	-23.10
2003-10-31 20:11:00	87.27	-22.30
2003-10-31 20:12:00	86.87	-21.50
2003-10-31 20:13:00	85.37	-20.10
2003-10-31 20:14:00	89.47	-20.90
2003-10-31 20:15:00	88.07	-19.60
2003-10-31 20:16:00	88.37	-17.80
2003-10-31 20:17:00	87.97	-17.00
2003-10-31 20:18:00	86.97	-16.00
2003-10-31 20:19:00	89.67	-11.90
2003-10-31 20:20:00	89.87	-11.60
2003-10-31 20:21:00	90.57	-4.50
2003-10-31 20:22:00	94.57	-3.20
2003-10-31 20:23:00	98.27	-0.60
2003-10-31 20:24:00	106.37	-1.30
2003-10-31 20:25:00	112.17	1.40
2003-10-31 20:26:00	119.57	0.60
2003-10-31 20:27:00	122.47	-0.10
2003-10-31 20:28:00	128.17	-1.00
2003-10-31 20:29:00	131.47	-3.30
2003-10-31 20:30:00	132.17	-6.60
2003-10-31 20:31:00	133.97	-7.90
2003-10-31 20:32:00	132.77	-7.60
2003-10-31 20:33:00	132.57	-7.20
2003-10-31 20:34:00	131.97	-6.20
2003-10-31 20:35:00	129.87	-4.60
2003-10-31 20:36:00	132.37	-5.40
2003-10-31 20:37:00	131.07	-4.30
2003-10-31 20:38:00	131.77	-2.80
2003-10-31 20:39:00	134.67	-2.90
2003-10-31 20:40:00	134.67	-0.10
2003-10-31 20:41:00	136.07	1.30
2003-10-31 20:42:00	137.07	-0.00
2003-10-31 20:43:00	140.87	-0.20
2003-10-31 20:44:00	145.47	-3.20
2003-10-31 20:45:00	151.37	-4.30
2003-10-31 20:46:00	153.27	-10.30
2003-10-31 20:47:00	156.17	-11.70
2003-10-31 20:48:00	158.27	-17.70
2003-10-31 20:49:00	155.07	-19.40
2003-10-31 20:50:00	154.17	-23.70
2003-10-31 20:51:00	149.67	-26.10
2003-10-31 20:52:00	148.17	-27.90
2003-10-31 20:53:00	147.57	-30.70
2003-10-31 20:54:00	143.27	-29.40
2003-10-31 20:55:00	139.77	-30.80
2003-10-31 20:56:00	136.07	-28.90
2003-10-31 20:57:00	135.27	-29.60
2003-10-31 20:58:00	132.97	-27.10
2003-10-31 20:59:00	128.67	-25.40
2003-10-31 21:00:00	128.67	-24.10
2003-10-31 21:01:00	127.27	-21.80
2003-10-31 21:02:00	127.77	-21.70
2003-10-31 21:03:00	125.47	-20.20
2003-10-31 21:04:00	125.37	-19.90
2003-10-31 21:05:00	125.37	-20.30
2003-10-31 21:06:00	124.07	-20.40
2003-10-31 21:07:00	123.17	-20.40
2003-10-31 21:08:00	119.47	-19.00
2003-10-31 21:09:00	118.77	-18.90
2003-10-31 21:10:00	120.17	-17.90
2003-10-31 21:11:00	123.97	-16.90
2003-10-31 21:12:00	124.07	-16.10
2003-10-31 21:13:00	125.07	-17.80
2003-10-31 21:14:00	127.27	-18.50
2003-10-31 21:15:00	128.57	-20.20
2003-10-31 21:16:00	127.67	-19.50
2003-10-31 21:17:00	124.27	-18.60
2003-10-31 21:18:00	125.37	-18.50
2003-10-31 21:19:00	124.47	-17.40
2003-10-31 21:20:00	123.97	-16.20
2003-10-31 21:21:00	125.67	-15.30
2003-10-31 21:22:00	126.37	-13.00
2003-10-31 21:23:00	126.67	-10.50
2003-10-31 21:24:00	128.57	-9.70
2003-10-31 21:25:00	130.37	-9.10
2003-10-31 21:26:00	134.07	-9.60
2003-10-31 21:27:00	137.97	-11.00
2003-10-31 21:28:00	140.67	-13.00
2003-10-31 21:29:00	143.47	-16.10
2003-10-31 21:30:00	145.37	-19.50
2003-10-31 21:31:00	148.17	-22.00
2003-10-31 21:32:00	145.67	-23.90
2003-10-31 21:33:00	148.37	-26.80
2003-10-31 21:34:00	146.97	-28.90
2003-10-31 21:35:00	145.07	-32.20
2003-10-31 21:36:00	141.67	-34.60
2003-10-31 21:37:00	138.57	-36.50
2003-10-31 21:38:00	133.97	-36.70
2003-10-31 21:39:00	130.27	-37.20
2003-10-31 21:40:00	127.97	-36.80
2003-10-31 21:41:00	125.57	-38.40
2003-10-31 21:42:00	122.27	-38.80
2003-10-31 21:43:00	117.37	-36.20
2003-10-31 21:44:00	117.57	-34.50
2003-10-31 21:45:00	114.77	-32.80
2003-10-31 21:46:00	114.07	-32.20
2003-10-31 21:47:00	114.67	-31.90
2003-10-31 21:48:00	114.67	-32.90
2003-10-31 21:49:00	110.67	-30.70
2003-10-31 21:50:00	108.67	-29.70
2003-10-31 21:51:00	108.57	-30.30
2003-10-31 21:52:00	106.57	-30.30
